submission_pk,User,<Rank>,"1 Lane, No Vehicles","1 Lane, 10 Vehicles","2 Lane, Sharp, Backwards, 10 Vehicles","3 Lane, Backwards, 10 Vehicles","3 Lane, Sharp, Variant B, 10 Vehicles","3 Lane, Sharp, Variant B, 25 Vehicles","3 Lane, Sharp, Variant B, 50 Vehicles"
510381,HuaweiUK,1150.19 (1),160.40 (1),188.50 (1),180.03 (1),142.61 (1),204.75 (1),156.98 (1),116.91 (1),
