submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1]/ GPU [0],Extra Data [1] / No Extra Data [0]
640943,leven,16.5438 (5),0.6105 (3),0.0000 (6),0.0 (2),1.0 (1),
654755,Airia_CG,17.8269 (4),0.4453 (5),0.4200 (3),0.0 (2),0.0 (2),
654556,Georgechogovadze,10.1879 (8),0.4270 (6),0.0289 (5),0.0 (2),0.0 (2),
653693,ms_ipcv,18.8442 (1),0.6053 (4),1.0000 (2),0.0 (2),0.0 (2),
650992,tongtong,14.4053 (6),0.1601 (8),13.0000 (1),1.0 (1),0.0 (2),
648207,walden,18.0695 (2),0.6480 (1),0.3000 (4),0.0 (2),0.0 (2),
617422,zrfan,12.7587 (7),0.3812 (7),0.0000 (6),1.0 (1),0.0 (2),
637953,mafifi,17.9645 (3),0.6209 (2),-1.0000 (7),-1.0 (3),-1.0 (3),
