submission_pk,User,f1,recall,prec,acc
1107644,thiffany.pratama,0.836 (1),0.826 (1),0.857 (1),0.850 (1),
1141566,banditelol,0.733 (2),0.730 (2),0.738 (2),0.750 (2),
