submission_pk,User,correct
429403,minerva,0.7845 (1),
423767,lyb3b,0.7768 (2),
433486,BananaTree,0.7675 (3),
431760,YNU_Deep,0.7647 (4),
432418,vharriso,0.7413 (5),
424403,ahashi_syuu,0.7250 (6),
432889,tocab100,0.5110 (7),
433661,tamara,0.5018 (8),
420560,YNU_AI1799,0.5004 (9),
