submission_pk,User,Accuracy
872561,overfitting,93.76730 (1),
872572,DeepBlueAI,93.62880 (2),
871826,sufluo,84.34900 (3),
871907,SamsungAI,79.77840 (4),
872435,astar_trek,79.22440 (5),
