submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1]/ GPU [0],Extra Data [1] / No Extra Data [0]
496388,fenglinglwb,21.54 (1),0.60 (1),0.50 (4),0.00 (2),0.00 (2),
496696,Andy8888,21.52 (2),0.60 (2),-1.00 (6),-1.00 (3),-1.00 (3),
496630,Mrobot0,21.46 (3),0.60 (3),0.51 (3),0.00 (2),0.00 (2),
496660,mrzigzag,21.17 (4),0.58 (4),-1.00 (6),-1.00 (3),-1.00 (3),
495749,iim_lab,20.05 (5),0.56 (5),0.90 (2),0.00 (2),0.00 (2),
491829,zhwzhong,19.84 (6),0.54 (6),10.43 (1),1.00 (1),1.00 (1),
484078,Radu,19.84 (6),0.54 (6),0.00 (5),1.00 (1),0.00 (2),
