submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1]/ GPU [0],Extra Data [1] / No Extra Data [0]
496581,fenglinglwb,21.66 (1),0.61 (1),0.42 (3),0.00 (2),0.00 (2),
496689,cvcvcv,21.50 (2),0.60 (2),-1.00 (6),-1.00 (3),-1.00 (3),
494190,Andy8888,21.46 (3),0.60 (3),0.89 (2),0.00 (2),0.00 (2),
496115,leonardo.galteri,19.92 (4),0.54 (5),0.17 (4),0.00 (2),0.00 (2),
491832,zhwzhong,19.84 (5),0.54 (4),10.43 (1),1.00 (1),1.00 (1),
484079,Radu,19.84 (5),0.54 (4),0.00 (5),1.00 (1),0.00 (2),
