submission_pk,User,Accuracy
887779,fengkexin,0.836249 (1),
887790,TaTa_yh,0.835549 (2),
881142,hjm,0.812456 (3),
887375,jzsherlock,0.804059 (4),
883040,zqlllll,0.802659 (5),
881465,yangyb,0.801959 (6),
887767,freak_,0.801260 (7),
880991,weeniedummy,0.797761 (8),
887716,artemis9,0.789363 (9),
887717,Christel,0.780266 (10),
881181,Caoguojin,0.715185 (11),
881889,sahilkhose,0.560532 (12),
886203,thedlnerds,0.425472 (13),
887672,yy_z,0.177747 (14),
887668,rsdc21,0.156753 (15),
