submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1] / GPU [0],Extra Data [1] / No Extra Data [0]
494310,q19911124,43.11 (1),0.99 (1),0.25 (3),0.00 (1),0.00 (1),
494527,opteroncx,41.62 (2),0.99 (2),0.36 (2),0.00 (1),0.00 (1),
490163,GibsonGirl,40.17 (3),0.98 (4),1.00 (1),0.00 (1),0.00 (1),
490034,dingxuan,36.98 (4),0.97 (5),0.23 (4),0.00 (1),0.00 (1),
485243,xdhm2017,34.08 (5),0.98 (3),0.23 (4),0.00 (1),0.00 (1),
494396,Hanzy,32.39 (6),0.97 (6),0.00 (5),0.00 (1),0.00 (1),
