submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1] / GPU [0],Extra Data [1] / No Extra Data [0]
1020336,Anonymous,0.00 (1),0.00 (1),20.00 (1),1.00 (1),1.00 (1),
579667,Anonymous,0.00 (1),0.00 (1),10.43 (2),1.00 (1),1.00 (1),
579654,Anonymous,0.00 (1),0.00 (1),0.30 (5),0.00 (2),1.00 (1),
579649,Anonymous,0.00 (1),0.00 (1),1.00 (3),0.00 (2),0.00 (2),
579651,Anonymous,0.00 (1),0.00 (1),0.88 (4),0.00 (2),0.00 (2),
579665,Anonymous,0.00 (1),0.00 (1),-1.00 (6),-1.00 (3),-1.00 (3),
579661,Anonymous,0.00 (1),0.00 (1),-1.00 (6),-1.00 (3),-1.00 (3),
