submission_pk,User,score
996096,hansih,0.8559 (1),
897737,dominiks,0.8481 (2),
1145168,lizhuoqun,0.8462 (3),
884881,pitehu,0.8449 (4),
887203,fcelik,0.8429 (5),
890939,fatihbeyhan,0.8110 (6),
1025115,tharindu,0.7624 (7),
895411,farhana_liza,0.6708 (8),
895470,hurrial,0.6708 (8),
