submission_pk,User,Prediction score,Duration
836109,mevrard,0.8910 (1),0.00 (1),
837888,saulo_msantos,0.8835 (2),0.00 (1),
835971,Thibaut,0.8835 (2),0.00 (1),
835960,llamalle,0.8435 (3),0.00 (1),
789357,guyon,0.8345 (4),0.00 (1),
835923,ihsanullah2131,0.5955 (5),0.00 (1),
827934,hygieia,0.5955 (5),0.00 (1),
