submission_pk,User,correct
1084125,wduong,68.13 (1),
1114599,zyego,62.80 (2),
977940,Cogitat,59.80 (3),
979869,ms01,52.00 (4),
969355,gzoumpourlis,51.27 (5),
969908,KUylee,48.53 (6),
985934,michaln,45.47 (7),
974806,ant-brain,44.87 (8),
978472,dangkh109,43.40 (9),
986241,Ramiro,42.67 (10),
975756,ssc,42.47 (11),
963012,anton.v,38.33 (12),
986497,nik-sm,37.07 (13),
970430,MinseokSong,36.73 (14),
983894,vanntc,36.20 (15),
983705,cardosofelipe,35.27 (16),
971968,carolpamoraes,33.20 (17),
