submission_pk,User,Prediction score,Duration
875110,moha3lans,155.2190 (1),0.00 (1),
874193,Thibaut,129.8270 (2),0.00 (1),
856307,acrulopez,125.8572 (3),0.00 (1),
842460,mykola_liashuha,35.9077 (4),0.00 (1),
842466,mdsalem17,35.7673 (5),0.00 (1),
855672,abeona,35.6948 (6),0.00 (1),
