submission_pk,User,Accuracy
269881,Y_Li,0.436203 (1),
269681,wangpichao,0.392289 (2),
269911,zhipeng.liu,0.329530 (3),
268132,zhangzhi11,0.289592 (4),
269871,FangYin,0.262102 (5),
269201,Chang,0.235650 (6),
269741,weishenghua,0.232884 (7),
269571,LiangZhang,0.198997 (8),
251791,gesture_challenge,0.185339 (9),
269481,atch841,0.083506 (10),
269291,Bczhangchen,0.043050 (11),
269801,xiaosean,0.018672 (12),
248521,vponcel,0.005533 (13),
