submission_pk,User,Accuracy,F-score,MRR,MAP
187661,andrew.finch,0.1958 (1),0.7881 (1),0.2914 (1),0.1958 (1),
183981,amirhj,0.1286 (2),0.7624 (2),0.1966 (2),0.1286 (2),
