submission_pk,User,Prediction score,Duration
875836,eric_saga,0.9205 (1),0.00 (1),
858224,llamalle,0.9160 (2),0.00 (1),
850879,xavibou,0.9115 (3),0.00 (1),
858797,RomainJ,0.9075 (4),0.00 (1),
848018,ihsanullah2131,0.8980 (5),0.00 (1),
857381,theboxtroll5,0.8855 (6),0.00 (1),
836116,mykola_liashuha,0.8035 (7),0.00 (1),
836022,mdsalem17,0.8005 (8),0.00 (1),
835988,Thibaut,0.7990 (9),0.00 (1),
823916,hygieia,0.4880 (10),0.00 (1),
