submission_pk,User,<Rank>,Set 1,Set 2,Set 3,Set 4,Set 5,Duration
134271,aad_freiburg,2.20 (1),0.5790 (2),0.5061 (1),0.2302 (1),0.3757 (4),0.2497 (3),5943.30 (1),
135031,djajetic,2.20 (1),0.5898 (1),0.4897 (3),0.1826 (3),0.3930 (3),0.2653 (1),5843.46 (2),
141211,marc.boulle,2.60 (2),0.5175 (3),0.5025 (2),0.1871 (2),0.5057 (2),0.1948 (4),3678.37 (4),
135011,reference,3.00 (3),0.4103 (4),0.3251 (4),0.0816 (4),0.5412 (1),0.2608 (2),4057.17 (3),
