submission_pk,User,F1,Accuracy,Precision,Recall
802488,mohamedgabr96,0.3205 (1),0.5160 (1),0.3563 (1),0.3097 (1),
802150,Aviad.rom,0.2610 (2),0.4270 (2),0.2704 (2),0.2588 (2),
