submission_pk,User,Log of MAE score
1008656,cue,1.1454595696 (1),
1006486,Chayanon,1.1811453164 (2),
1008122,phatham,1.2033092394 (3),
1006290,Keith12345671,1.2309667705 (4),
1076319,Sapon,1.4330328231 (5),
1141180,kookkikkp,- (6),
