submission_pk,User,RMSE,RMSE@10,RMSE@20,RMSE@30,RMSE@40
554424,HonoMi,0.51276 (1),0.82813 (73),0.70144 (76),0.61743 (79),0.55947 (81),
560742,alonzorz,0.51387 (2),0.82040 (78),0.69825 (79),0.61579 (80),0.55936 (82),
532184,vgtomahawk,0.51622 (3),0.81504 (80),0.69178 (81),0.61260 (82),0.55965 (80),
531374,BramVanroy,0.51800 (4),0.81831 (79),0.69119 (82),0.61270 (81),0.56075 (79),
559942,xsysigma,0.51892 (5),0.75432 (83),0.65315 (83),0.59270 (83),0.55231 (83),
569853,Farah,0.51928 (6),0.85261 (67),0.72217 (68),0.63080 (73),0.56912 (76),
567600,FAFA,0.51928 (6),0.85261 (67),0.72217 (68),0.63080 (73),0.56912 (76),
517297,aa,0.51942 (7),0.86123 (62),0.72373 (66),0.63351 (72),0.57022 (75),
557527,Pramodith,0.52093 (8),0.82430 (75),0.70464 (75),0.62234 (77),0.56576 (78),
551161,ttzhang,0.52264 (9),0.85925 (64),0.72598 (64),0.63753 (66),0.57385 (73),
517365,Ferryman,0.52439 (10),0.86303 (61),0.72616 (63),0.63692 (68),0.57425 (72),
557050,jtoma,0.52469 (11),0.84286 (70),0.71570 (71),0.62919 (75),0.57140 (74),
556071,FSFS,0.52598 (12),0.86059 (63),0.73033 (61),0.63765 (64),0.57599 (71),
511243,will_go,0.52763 (13),0.87865 (56),0.73695 (59),0.64476 (61),0.57956 (66),
570154,anasteam,0.52881 (14),0.82074 (77),0.70071 (77),0.62040 (78),0.56895 (77),
548701,AAARRRR,0.52945 (15),0.85454 (66),0.72848 (62),0.63763 (65),0.57804 (67),
557133,zxchen,0.53047 (16),0.85775 (65),0.72270 (67),0.63741 (67),0.57766 (68),
520028,kevintest,0.53102 (17),0.84913 (68),0.72059 (69),0.63394 (71),0.57746 (69),
531314,xuxuxu,0.53217 (18),0.88052 (54),0.73904 (58),0.64858 (58),0.58302 (65),
519319,yangst,0.53254 (19),0.83553 (71),0.71184 (72),0.62985 (74),0.57652 (70),
565284,Mjason,0.53340 (20),0.88005 (55),0.74407 (54),0.65017 (56),0.58469 (64),
562063,rtdesetty,0.53458 (21),0.87348 (59),0.74020 (57),0.64817 (59),0.58523 (63),
540312,unituebingenCL,0.53725 (22),0.89748 (48),0.74995 (51),0.65664 (52),0.59048 (56),
565430,sid.mahurkar,0.53786 (23),0.88440 (52),0.74633 (53),0.65473 (53),0.59018 (57),
506929,ron.chatt,0.53990 (24),0.87542 (58),0.74341 (55),0.65224 (55),0.58978 (59),
562196,lunayach,0.54129 (25),0.87575 (57),0.74154 (56),0.65459 (54),0.59151 (55),
509393,jedismot,0.54170 (26),0.89601 (50),0.75098 (50),0.65988 (50),0.59331 (54),
541441,miary,0.54178 (27),0.86881 (60),0.73464 (60),0.64912 (57),0.58912 (60),
531965,awais,0.54243 (28),0.91900 (41),0.76592 (43),0.66849 (44),0.59851 (48),
554192,george.vlad,0.54287 (29),0.83166 (72),0.72020 (70),0.63975 (62),0.58589 (61),
529832,aapanaetov,0.54316 (30),0.90334 (45),0.76067 (46),0.66737 (46),0.59814 (49),
528728,serjtroshin,0.54428 (31),0.90258 (46),0.75815 (47),0.66289 (49),0.59653 (51),
529424,npopova,0.54455 (32),0.89705 (49),0.75769 (48),0.66492 (47),0.59907 (47),
531705,Ahsan11,0.54460 (33),0.91568 (43),0.76352 (45),0.66824 (45),0.59926 (45),
566119,geopar,0.54482 (34),0.88175 (53),0.74791 (52),0.65874 (51),0.59577 (52),
529052,umanetz.k,0.54500 (35),0.89512 (51),0.75605 (49),0.66449 (48),0.59907 (46),
521267,zniu,0.54982 (36),0.91411 (44),0.76439 (44),0.67107 (43),0.60364 (43),
511619,peiran,0.55001 (37),0.92008 (40),0.77200 (40),0.67448 (41),0.60576 (42),
520137,Suihan,0.55152 (38),0.84614 (69),0.72470 (65),0.64569 (60),0.58979 (58),
562625,Jiajun,0.55252 (39),0.92463 (37),0.77577 (39),0.67892 (40),0.60752 (41),
549858,xiane1996,0.55329 (40),0.92155 (39),0.77651 (38),0.68075 (38),0.60950 (39),
546401,FFFSSS,0.55336 (41),0.94380 (32),0.79172 (33),0.68779 (35),0.61335 (35),
538647,ocobas23,0.55353 (42),0.81051 (81),0.70034 (78),0.62776 (76),0.58563 (62),
549092,prateekgupta2533,0.55574 (43),0.93130 (36),0.78410 (35),0.68630 (36),0.61284 (36),
549856,yinxx325,0.55596 (44),0.93291 (35),0.78379 (36),0.68509 (37),0.61248 (38),
545404,HumorAAC,0.55611 (45),0.89833 (47),0.76782 (42),0.67397 (42),0.60842 (40),
529177,anniesss1,0.55729 (46),0.93603 (34),0.78745 (34),0.68825 (34),0.61548 (34),
556448,apurva19,0.55936 (47),0.82734 (74),0.70994 (73),0.63666 (69),0.59353 (53),
560287,nlp-590,0.56200 (48),0.91713 (42),0.77118 (41),0.67954 (39),0.61268 (37),
499446,grekislife,0.56295 (49),0.82371 (76),0.70935 (74),0.63821 (63),0.59758 (50),
531760,moonalasad,0.56440 (50),0.95973 (28),0.80481 (29),0.70245 (29),0.62555 (30),
531918,Enas,0.56444 (51),0.95941 (29),0.80440 (30),0.70224 (30),0.62549 (31),
531482,Muntaha,0.56463 (52),0.96055 (26),0.80516 (28),0.70283 (28),0.62558 (29),
512160,PeterZhizhin,0.56487 (53),0.95698 (31),0.80135 (31),0.70006 (32),0.62503 (32),
522379,marian_ald,0.56634 (54),0.96292 (24),0.80655 (27),0.70386 (27),0.62734 (28),
550888,Buhscitu,0.56680 (55),0.96912 (21),0.81187 (24),0.70718 (25),0.62919 (27),
536123,Raghavan,0.56926 (56),0.92296 (38),0.78352 (37),0.69059 (33),0.62310 (33),
529048,lenochka,0.56955 (57),0.95768 (30),0.80693 (26),0.70462 (26),0.62988 (26),
529535,appuzanova,0.57065 (58),0.96005 (27),0.80872 (25),0.70775 (24),0.63121 (25),
529513,popoeltro,0.57121 (59),0.97808 (18),0.82077 (19),0.71460 (19),0.63501 (20),
511623,julia-trofim,0.57128 (60),0.97157 (20),0.81584 (21),0.71193 (21),0.63393 (22),
508578,granilace,0.57308 (61),0.96229 (25),0.81209 (23),0.70996 (23),0.63272 (23),
531523,funny3,0.57347 (62),0.96862 (22),0.81358 (22),0.71093 (22),0.63446 (21),
531277,wonderful_tonight,0.57593 (63),0.97393 (19),0.81787 (20),0.71427 (20),0.63774 (19),
