submission_pk,User,Accuracy
432000,minerva,0.703 (1),
431881,YNU_Deep,0.690 (2),
423766,lyb3b,0.684 (3),
432585,blcu_nlp,0.684 (3),
431671,Joker,0.680 (4),
433452,deepioneer,0.674 (5),
426125,zhimin,0.671 (6),
425141,Liebeck,0.658 (7),
420803,naman,0.646 (8),
430018,zuri_team,0.636 (9),
415000,ivan.habernal,0.503 (10),
