submission_pk,User,DCF,EER
964546,DKU-DukeECE,0.3413 (2),5.5940 (1),
966154,phonexia,0.3237 (1),6.4860 (2),
964876,JaejinCho,0.3686 (3),6.8910 (3),
965480,SunghwanMun,0.4309 (4),7.6990 (4),
962519,RJ_Tao,0.6082 (5),11.3750 (5),
964730,ur0,0.7800 (6),14.0750 (6),
950902,vgg_oxford,0.8925 (7),20.1650 (7),
