submission_pk,User,Prediction score,Duration
858226,llamalle,0.9345 (1),0.00 (1),
875839,eric_saga,0.9285 (2),0.00 (1),
858799,RomainJ,0.9170 (3),0.00 (1),
850884,xavibou,0.9170 (3),0.00 (1),
848019,ihsanullah2131,0.9070 (4),0.00 (1),
857383,theboxtroll5,0.8935 (5),0.00 (1),
836118,mykola_liashuha,0.8225 (6),0.00 (1),
835996,Thibaut,0.8185 (7),0.00 (1),
836031,mdsalem17,0.8085 (8),0.00 (1),
823919,hygieia,0.4745 (9),0.00 (1),
