submission_pk,User,Prediction score,Duration
860355,mykola_liashuha,0.8346 (1),0.00 (1),
860679,mdsalem17,0.7940 (2),0.00 (1),
858828,Paavo,0.7914 (3),0.00 (1),
851066,saulo_msantos,0.5442 (4),0.00 (1),
827805,acrulopez,0.5361 (5),0.00 (1),
821225,ecologists,0.5361 (5),0.00 (1),
827881,llamalle,0.5188 (6),0.00 (1),
807513,pavao,- (7),0.00 (1),
