submission_pk,User,Strict macro,Strict macro,Strict macro,Strict micro,Strict micro,Strict micro,Overlap macro,Overlap macro,Overlap macro,Overlap micro,Overlap micro,Overlap micro
,P,R,F1,P,R,F1,P,R,F1,P,R,F1
588346,dweissen,- (-),,,,,,,,,,,,,,,,
submission_pk,User,Strict macro,Strict macro,Strict macro,Strict micro,Strict micro,Strict micro,Overlap macro,Overlap macro,Overlap macro,Overlap micro,Overlap micro,Overlap micro
,Pds,Rds,F1ds,Pds,Rds,F1ds,Pds,Rds,F1ds,Pds,Rds,F1ds
588346,dweissen,0.7400 (1),0.6768 (1),- (-),- (-),,,,,,,,,,,,,
