submission_pk,User,Accuracy
407290,zhipeng.liu,0.514451 (1),
406984,deepgesture,0.398779 (2),
407368,neccam,0.370675 (3),
407348,hw823,0.364009 (4),
407376,zwding,0.356402 (5),
398643,WenChaoWang,0.346344 (6),
397773,gesture_challenge,0.240345 (7),
404611,Wenxi,0.013022 (8),
