submission_pk,User,Prediction score,Duration
964077,codalabbb,-1.0000 (1),0.00 (1),
963774,wufangzhou,-1.0000 (1),0.00 (1),
963077,ShanYouRan,-1.0000 (1),0.00 (1),
960549,zhaogang,-1.0000 (1),0.00 (1),
957389,jiahao12138,-1.0000 (1),0.00 (1),
955968,yychen,-1.0000 (1),0.00 (1),
955377,OKC0,-1.0000 (1),0.00 (1),
954232,YCC2021,-1.0000 (1),0.00 (1),
953092,padeoe,-1.0000 (1),0.00 (1),
952356,ZhangJZ,-1.0000 (1),0.00 (1),
952174,duibudui,-1.0000 (1),0.00 (1),
