submission_pk,User,Pearson r,MAE,RMSE
679057,jxnu_hxm,0.7912 (1),0.1057 (7),0.1341 (7),
519483,Mr_Lu,0.7888 (2),0.0911 (1),0.1262 (1),
640293,tharindu,0.7878 (3),0.0934 (2),0.1277 (2),
721899,chencong,0.7717 (4),0.0944 (3),0.1317 (4),
470388,JXNU_XQY,0.7667 (5),0.0945 (4),0.1315 (3),
569611,hello_word,0.7633 (6),0.0978 (6),0.1321 (5),
470380,kf,0.7631 (7),0.0962 (5),0.1328 (6),
514228,LPY-LPY,0.7388 (8),0.1109 (8),0.1520 (9),
622859,DexinWang,0.7092 (9),0.1129 (9),0.1464 (8),
470379,Vicomtech,0.6521 (10),0.1182 (10),0.1547 (10),
470513,mespla,0.6310 (11),0.1207 (11),0.1680 (13),
843555,bicici,0.6109 (12),0.1257 (13),0.1624 (11),
625280,Hancheng_Deng,0.6102 (13),0.1228 (12),0.1669 (12),
472170,LisaIan,0.5838 (14),0.1352 (15),0.1695 (14),
470383,carolscarton,0.5540 (15),0.1303 (14),0.1729 (15),
481077,is93,0.4340 (16),0.1562 (17),0.1939 (17),
481013,izas,0.3748 (17),0.1673 (18),0.2023 (18),
470395,fblain,0.3323 (18),0.1508 (16),0.1928 (16),
submission_pk,User,Spearman r
519483,Mr_Lu,0.7419 (1),
470380,kf,0.7318 (2),
470388,JXNU_XQY,0.7261 (3),
721899,chencong,0.7253 (4),
569611,hello_word,0.7157 (5),
514228,LPY-LPY,0.7053 (6),
470379,Vicomtech,0.6003 (7),
470513,mespla,0.5972 (8),
843555,bicici,0.5403 (9),
470383,carolscarton,0.5010 (10),
472170,LisaIan,0.4946 (11),
470395,fblain,0.3247 (12),
679057,jxnu_hxm,0.0000 (13),
640293,tharindu,0.0000 (13),
625280,Hancheng_Deng,0.0000 (13),
622859,DexinWang,0.0000 (13),
481013,izas,0.0000 (13),
481077,is93,0.0000 (13),
