submission_pk,User,MAP@5,MAP@1,MAP@3,MAP@10,MAP_All,RR,P@3,P@5,P@10
878390,watheq,0.908 (1),0.787 (1),0.905 (1),0.910 (1),0.912 (1),0.924 (1),0.391 (1),0.237 (1),0.120 (1),
877670,sshaar,0.794 (2),0.682 (2),0.782 (2),0.799 (2),0.803 (2),0.835 (2),0.344 (2),0.217 (2),0.113 (2),
