submission_pk,User,Accuracy
1026264,chriszhao__,0.78 (1),
999505,WENGSYX,0.77 (2),
622144,eisenjulian,0.74 (3),
621985,hongzhi,0.63 (4),
587337,chino,0.61 (5),
507222,wenhu,0.57 (6),
