submission_pk,User,test,test,test
,MR mAP,HL mAP (VG),HL Hit@1 (VG)
1104805,GoodGuy,60.70 (2),,,,
1107612,cocodev,62.00 (1),,,,
1102022,vateye,55.64 (3),,,,
929336,TVQA,54.80 (4),,,,
